"STORE","STORE_NAME","STORE_CLASS","STORE_MGR_NAME","STORE_OPEN_DATE","STORE_CLOSE_DATE","PHONE_NUMBER","EMAIL","TOTAL_SQUARE_FT","SELLING_SQUARE_FT","LINEAR_DISTANCE","VAT_REGION","STOCKHOLDING_IND","CHANNEL_ID","FORMAT_NAME","STORE_FORMAT","MALL_NAME","TRANSFER_ZONE","DEFAULT_WH","DEFAULT_RDC","STOP_ORDER_DAYS","START_ORDER_DAYS","CURRENCY_CODE","LANG","TSF_ENTITY_ID","ORG_UNIT_ID","AUTO_RCV","STORE_TYPE","TIMEZONE_NAME","CUSTOMER_ORDER_LOC_IND","CREATE_ID","CREATE_DATETIME","BANNER_NAME","CHAIN_NAME","CHAIN_MGR_NAME","CHAIN_CURRENCY_CODE","CHANNEL_NAME","CHANNEL_TYPE","CO_NAME","CO_ADD1","CO_ADD2","CO_ADD3","CO_CITY","CO_STATE","CO_COUNTRY","CO_POST","CO_NAME_SECONDARY","CO_JURISDICTION_CODE","DISTRICT_NAME","DISTRICT_MGR_NAME","DISTRICT_CURRENCY_CODE","REGION_NAME","REGION_MGR_NAME","REGION_CURRENCY_CODE","COMPANY","CHAIN","AREA","REGION","DISTRICT","ADD_1","ADD_2","ADD_3","CITY","STATE","COUNTRY_ID","POST","CONTACT_NAME","COUNTY","JURISDICTION_CODE","AREA_NAME","AREA_CURRENCY_CODE","AREA_MGR_NAME","BUDGET_CCID","BRAND","BRAND_NAME","MAIN_BRAND","BUSINESS_UNIT","BUSSUNIT_DESC","BOX_DESC","STORE_COMP_STATUS","STORE_COMP_EFFECTIVE_DATE","STORE_COMP_DISCONTINUE_DATE","SOLO_MULTIBOX","LEGACY_STORE_CODE","RFID_ENABLED","ELIGIBLE_FOR_FORECAST"
30627,"BOO_VALLEY CENTER","D","AHMED ATEEQ",05-09-18,,"+966-122327985","boots.valley-wpksa@alshaya.com","1507","1507","",6,"Y",4,"MALL","MALL","VALLEY CENTER",1,"",,"","60","SAR",1,76463,25420,"D","C","Asia/Riyadh","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","TAIF","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,144,"VALLEY CENTRE","VALLEY CENTRE","","TAIF","X03","SAU","0","MOHAMMED HASSAN ALI AWAD","","","SAUDI ARABIA","SAR","","RB2-S790-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_VALLEY CENTER - BOO","LFL",05-09-18,,"SOLO","12464","","Y"
30634,"BOO_AL KOUT MALL(NEW)","A","ROMANY",19-05-18,,"+965-22081176","bootsalkout.kwt@alshaya.com","1033","1033","",7,"Y",4,"MALL","MALL","AL KOUT MALL",1,"800004",,"","60","KWD",1,81,82,"D","C","Asia/Kuwait","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AHMADI","","KWD","KUWAIT","","KWD",1,1,6,6,166,"AL KOUT MALL","AL KOUT MALL","","AHMADI","X08","KWT","0","0","","","KUWAIT","KWD","","RA1-Q031-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_AL KOUT MALL(NEW) - BOO","LFL",19-05-18,,"SOLO","127","","Y"
30653,"BOO_BOULEVARD MALL","A","AMAL",28-12-18,,"+965-22214704","boots.boulevard-kwt@alshaya.com","1722","1722","",7,"Y",4,"MALL","MALL","BOULEVARD",1,"800004",,"","60","KWD",1,81,82,"D","C","Asia/Kuwait","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","HAWALLY","","KWD","KUWAIT","","KWD",1,1,6,6,174,"BOULEVARD","BOULEVARD PARK","","HAWALLY","X08","KWT","0","0","","","KUWAIT","KWD","","RA1-Q252-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_BOULEVARD MALL - BOO","LFL",28-12-18,,"SOLO","15220","","Y"
30654,"BOO_BURJ ALSHAYA","E","Amr Nawar",01-01-17,,"+965-22072614","boots.burj-kwt@alshaya.com","0","0","",7,"Y",4,"MALL","MALL","BURJ ALSHAYA",1,"800004",,"","60","KWD",1,81,82,"D","C","Asia/Kuwait","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL ASIMAH","","KWD","KUWAIT","","KWD",1,1,6,6,167,"BURJ ALSHAYA","BURJ ALSHAYA","","AL ASIMAH","X08","KWT","0","0","","","KUWAIT","KWD","","RA1-Q069-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_BURJ ALSHAYA - BOO","LFL",01-01-17,,"SOLO","15240","","Y"
30661,"BOO_AIRPORT - BOOTS","C","BOULES",18-05-06,,"+965-22081094","bootsairport.kwt@alshaya.com","1238","1238","",7,"Y",4,"MALL","MALL","KUWAIT AIRPORT",1,"",,"","60","KWD",1,81,82,"D","C","Asia/Kuwait","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL RAI","","KWD","KUWAIT","","KWD",1,1,6,6,168,"KUWAIT INTL' AIRPORT","KUWAIT INTL' AIRPORT","","AL RAI","X08","KWT","0","0","","","KUWAIT","KWD","","RA1-1148-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_AIRPORT - BOOTS - BOO","LFL",18-05-06,,"SOLO","168","","Y"
30662,"BOO_DUBAI MALL","A","CATHERINE KIMWELE",01-10-09,,"+971-44190303","boots.dxbmall-uae@alshaya.com","4155","4155","",14,"Y",4,"MALL","MALL","DUBAI MALL",1,"",,"","60","AED",1,86,88,"D","C","Asia/Dubai","Y","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"DUBAI MALL-NEXT TO BLOOMINGDALES","DUBAI MALL","","DUBAI","X01","ARE","0","Cherie Agustin","","","UNITED ARAB EMIRATES","AED","","RE1-3926-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_DUBAI MALL - BOO","LFL",01-10-09,,"SOLO","179","","Y"
30666,"BOO_SHATIE MALL","A","Amro Medhat Fathi Alfaqi",28-12-11,,"+966-136678569","boots.shatie-epksa@alshaya.com","1636","1636","",6,"Y",4,"MALL","MALL","SHATIE MALL",1,"",,"","60","SAR",1,73463,25340,"D","C","Asia/Riyadh","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DAMMAM","","SAR","EASTERN PROVINCE","","SAR",1,1,5,28,138,"SHATIE MALL","SHATIE MALL","","DAMMAM","X03","SAU","0","ELSAYED MOHAMED ALKATARY","","","SAUDI ARABIA","SAR","","RB2-S303-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_SHATIE MALL - BOO","LFL",28-12-11,,"SOLO","184","","Y"
30668,"BOO_TAMIMI PLAZA BURAIDAH","D","MOHAMMED",03-08-19,,"+966-115115587","boots.tburaida-cpksa@alshaya.com","1808","1808","",6,"Y",4,"MALL","MALL","TAMIMI PLAZA BUR",1,"",,"","60","SAR",1,76463,25420,"D","C","Asia/Riyadh","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","BURAIDAH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,156,"TAMIMI PLAZA-BURAIDAH","TAMIMI PLAZA-BURAIDAH","","BURAIDAH","X03","SAU","0","Mohammed","","","SAUDI ARABIA","SAR","","RB2-S072-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_TAMIMI PLAZA BURAIDAH - BOO","LFL",03-08-19,,"SOLO","20011","","Y"
30690,"BOO_SEEF MALL","B","ADEELA SAYAB",31-07-10,,"+973-17110316","boots.seefmall@alshaya.com","1647","1647","",2,"Y",4,"MALL","MALL","SEEF MALL",1,"",,"","60","BHD",1,85469,26063,"D","C","Asia/Bahrain","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","MANAMA","","BHD","BAHRAIN","","BHD",1,1,2,2,100,"SEEF MALL","SEEF MALL","","MANAMA","X12","BHR","0","0","","","BAHRAIN","BHD","","RC1-2815-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_SEEF MALL - BOO","LFL",31-07-10,,"SOLO","255","","Y"
30702,"BOO_AVENUES PHASE III","A","AYMEN",13-11-12,,"+965-22283037","boots-ave3.kwt@alshaya.com","1873","1873","",7,"Y",4,"MALL","MALL","AVENUES MALL PHASE 3",1,"",,"","60","KWD",1,81,82,"D","C","Asia/Kuwait","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL RAI","","KWD","KUWAIT","","KWD",1,1,6,6,168,"THE AVENUES-THE SOUK-GROUND FLOOR","THE AVENUES","","AL RAI","X08","KWT","0","0","","","KUWAIT","KWD","","RA1-1726-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_AVENUES PHASE III - BOO","LFL",13-11-12,,"SOLO","407","","Y"
30714,"BOO_DUBAI MALL-NEW","A","Ramya Sunilkumar",05-05-18,,"+971-44190185","boots2.tdm-uae@alshaya.com","2002","2002","",14,"Y",4,"MALL","MALL","DUBAI MALL",1,"",,"","60","AED",1,81463,25740,"D","C","Asia/Dubai","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"DUBAI MALL-GROUND FLOOR-NEAR PFC","DUBAI MALL","","DUBAI","X01","ARE","0","Catherine Kimwele","","","UNITED ARAB EMIRATES","AED","","RE1-D817-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_DUBAI MALL-NEW - BOO","LFL",05-05-18,,"SOLO","44114","","Y"
30759,"BOO_EL MERCADO BAHRA","B","ALAAUDEEN",17-12-16,,"+973-17110420","boots.elmercado-bah@alshaya.com","1346","1346","",2,"Y",4,"MALL","MALL","EL MERCADO BAHRA",1,"",,"","60","BHD",1,85469,26063,"D","C","Asia/Bahrain","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL JANABIYAH","","BHD","BAHRAIN","","BHD",1,1,2,2,187,"EL MERCADO BAHRAIN","EL MERCADO","","AL JANABIYAH","X12","BHR","0","0","","","BAHRAIN","BHD","","RC1-3047-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_EL MERCADO BAHRA - BOO","LFL",17-12-16,,"SOLO","70005","","Y"
30767,"BOO_MIRDIF CITY CENTRE","A","RESMI ANN THOMAS",16-03-10,,"+971-44190720","boots.micc-uae@alshaya.com","2863","2863","",14,"Y",4,"MALL","MALL","MIRDIF CITY CENTRE",1,"",,"","60","AED",1,81463,25740,"D","C","Asia/Dubai","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"MIRDIF CITY CENTRE","MIRDIF CITY CENTRE","","DUBAI","X01","ARE","0","Resmi Ann Thomas","","","UNITED ARAB EMIRATES","AED","","RE1-4369-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_MIRDIF CITY CENTRE - BOO","LFL",16-03-10,,"SOLO","745","","Y"
30783,"BOO_AL RAHA GARDENS","B","HAJER ABDULLAH",26-12-11,,"+971-26958251","boots.raha-uae@alshaya.com","893","893","",14,"Y",4,"MALL","MALL","AL RAHA GARDENS",1,"",,"","60","AED",1,93467,26664,"D","C","Asia/Dubai","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","UAE","","AED",1,1,12,12,162,"AL RAHA GARDENS","AL RAHA GARDENS","","ABU DHABI","X01","ARE","0","Jackie Golamco","","","UNITED ARAB EMIRATES","AED","","RE1-4257-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_AL RAHA GARDENS - BOO","LFL",26-12-11,,"SOLO","870","","Y"
30803,"BOO_AL AIN MALL","B","MANSOOR PAZHAYAPUTHANVEETIL",25-03-12,,"+971-37018015","boots.alainmall-uae@alshaya.com","1055","1055","",14,"Y",4,"MALL","MALL","AL AIN MALL",1,"",,"","60","AED",1,93467,26664,"D","C","Asia/Dubai","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL AIN","","AED","UAE","","AED",1,1,12,12,161,"AL AIN MALL","AL AIN MALL","","AL AIN","X01","ARE","0","Mansoor Pazhayaputhanveetil","","","UNITED ARAB EMIRATES","AED","","RE1-4169-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_AL AIN MALL - BOO","LFL",25-03-12,,"SOLO","943","","Y"
30852,"BOO_AL MARYAH CENTRAL","A","JOCELYN CUISON",29-07-19,,"+971-24926734","boots.galleria-uae@alshaya.com","0","0","",14,"Y",4,"MALL","MALL","AL MARYAH CENTRAL",1,"",,"","60","AED",1,94466,26863,"D","C","Asia/Dubai","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","UAE","","AED",1,1,12,12,162,"AL MARYAH CENTRAL","Al Maryah Central","","ABU DHABI","X01","ARE","0","Jocelyn Cuison","","","UNITED ARAB EMIRATES","AED","","RE1-D032-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_AL MARYAH CENTRAL - BOO","LFL",29-07-19,,"SOLO","44272","","Y"
30863,"BOO_MALL OF MUSCAT","A","MOHAMED ALMOIZ",23-07-19,,"+968-22303575","boots.mom-omn@alshaya.com","0","0","",11,"Y",4,"MALL","MALL","MALL OF MUSCAT",1,"",,"","60","OMR",1,94,95,"D","C","Asia/Muscat","N","RMS01",07-09-21,"BOO_Boots","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","MUSCAT","","OMR","OMAN","","OMR",1,1,9,9,125,"MALL OF MUSCAT","Mall of Muscat","","MUSCAT","X05","OMN","0","MOHAMED ALMOIZ","","","OMAN","OMR","","RF1-4613-BOO","BOO","Boots","BOO","WELNES","Wellness Division","BOO_MALL OF MUSCAT - BOO","LFL",23-07-19,,"SOLO","85031","","Y"
32098,"ALS_TAMANNA","B","STM",06-11-22,,"+12345678","","0","","",7,"N",16,"WEB STORE","WEB STORE","TAMANNA",1,"800004",,"","30","KWD",1,81,82,"Y","C","Asia/Kuwait","N","LINDA.DALMEIDA",01-11-22,"ALS_ALSHAYA","MIDDLE EAST","","","B2B","WHSL","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","AL RAI","","KWD","KUWAIT","","KWD",1,1,6,6,168,"TAMANNA STORE","","","AL RAI","X08","KWT","","","","","KUWAIT","KWD","","RA1-Q535-BOO","BOO","BOOTS","ALS","WELNES","Wellness Division","ALS_TAMANNA - BOO","NEW",31-10-23,22-05-25,"MULTI_CONC","15396","N",""
31624,"COL_DUBAI MARINA MALL","A","STM",04-08-16,,"+12345678","dummymail@alshaya.com","0","0","",14,"Y",25,"STAND-ALONE","STAND-ALONE","DUBAI MARINA MALL",1,"800008",,"60","60","AED",1,86,88,"D","C","Asia/Dubai","N","RMS01",30-05-22,"COL_COLLECTION_OF_STYLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"DUBAI MARINA MALL","","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D725-COL","COL","COLLECTION_OF_STYLE","COL","HENMAU","Hennes & Mauritz","COL_DUBAI MARINA MALL - COL","LFL",04-08-16,,"SOLO","378","Y","Y"
31630,"COL_DUBAI MALL","A","STM",13-12-12,,"+12345678","dummymail@alshaya.com","0","0","",14,"Y",25,"STAND-ALONE","STAND-ALONE","DUBAI MALL",1,"800008",,"60","60","AED",1,86,88,"D","C","Asia/Dubai","N","RMS01",30-05-22,"COL_COLLECTION_OF_STYLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","UAE","","AED",1,1,12,12,159,"DUBAI MALL","","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D365-COL","COL","COLLECTION_OF_STYLE","COL","HENMAU","Hennes & Mauritz","COL_DUBAI MALL - COL","LFL",13-12-12,,"SOLO","156","Y","Y"
38017,"COL_OUNASS_KSA","A","Sandeep Varghese",01-01-25,,"65948976","sandeep.varghese@alshaya.com","0","0","",6,"Y",16,"WEB STORE","WEB STORE","",1,"800215",,"60","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","VENKATESH.MANAI",06-11-24,"ALS_ALSHAYA","MIDDLE EAST","","","B2B","WHSL","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","RIYADH","","SAR","CENTRAL PROVINCE","","SAR",1,1,5,30,131,"COL_OUNASS_KSA","","","RIYADH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-H953-COL","COL","COLLECTION_OF_STYLE","COL","HENMAU","Hennes & Mauritz","COL_OUNASS_KSA - COL","NEW",01-01-25,,"SOLO","38017","N",""
38018,"COL_OUNASS_UAE","A","SANDEEP VARGHESE",01-01-25,,"65948976","sandeep.varghese@alshaya.com","0","0","",14,"Y",16,"WEB STORE","WEB STORE","",1,"800008",,"60","60","AED",1,86,88,"D","C","Asia/Dubai","N","VENKATESH.MANAI",06-11-24,"ALS_ALSHAYA","MIDDLE EAST","","","B2B","WHSL","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","DUBAI","","AED","DUBAI","","AED",1,1,12,34,159,"COL_OUNASS_UAE","","","DUBAI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-J794-COL","COL","COLLECTION_OF_STYLE","COL","HENMAU","Hennes & Mauritz","COL_OUNASS_UAE - COL","NEW",01-01-25,,"SOLO","38018","N",""
30017,"AME_HERAA MALL","B","STM",06-05-17,,"+966-122327725","aeo.hera-wpksa@alshaya.com","9149","9149","",6,"Y",3,"MALL","MALL","HERAA MALL",1,"800011",,"","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","JEDDAH","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,129,"HERRA MALL","HERRA MALL","","JEDDAH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S839-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_HERAA MALL - AME","LFL",06-05-17,29-03-26,"SOLO","12168","","Y"
30040,"AME_ABRAAJ AL BAIT","B","MARZOQ ABDULLAH",29-11-18,01-11-20,"+966-122617423","aeo.abraj-wpksa@alshaya.com","2777","2777","",6,"Y",3,"MALL","MALL","ABRAJ AL BAIT MECCA",1,"800011",,"1","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","MECCA","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,136,"ABRAJ AL BAIT","ABRAJ AL BAIT","","MECCA","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S936-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_ABRAAJ AL BAIT - AME","CLS",29-11-18,29-03-26,"SOLO","20038","","Y"
30043,"AME_JABAL OMAR","A","STM",22-09-18,,"+966-122303425","aeomgr.jblomar-wpksa@alshaya.com","2174","2174","",6,"Y",3,"MALL","MALL","JABAL OMAR",1,"800011",,"","60","SAR",1,135,137,"D","C","Asia/Riyadh","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","MECCA","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,136,"JABAL OMAR","","","MECCA","X03","SAU","","STM","","","SAUDI ARABIA","SAR","","RB2-S972-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_JABAL OMAR - AME","LFL",22-09-18,29-03-26,"SOLO","20129","","Y"
30052,"AME_CITY STARS PHASE 2","C","STM",10-12-11,,"+20-224803771","ae.citystars-egy@alshaya.com","6728","6728","",3,"Y",3,"MALL","MALL","CITY STARS PHASE 2",1,"800031",,"","60","EGP",1,5201,5202,"D","C","Africa/Cairo","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","CAIRO","","EGP","EGYPT","","EGP",1,1,3,3,108,"CITY STARS","CITY STARS","","CAIRO","X11","EGY","","Enjy Ahmed","","","EGYPT","EGP","","RL1-E163-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_CITY STARS PHASE 2 - AME","LFL",10-12-11,,"SOLO","278","","Y"
30057,"AME_MARINA MALL","D","GEMMA BANOGON",12-05-11,,"+965-22581495","aemarinamall.kwt@alshaya.com","1000","8127","",7,"Y",3,"MALL","MALL","MARINA MALL",1,"800106",,"","60","KWD",1,81,82,"D","C","Asia/Kuwait","Y","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","HAWALLY","","KWD","KUWAIT","","KWD",1,1,6,6,174,"MARINA MALL-HAWALLI","MARINA MALL-HAWALLI","","HAWALLY","X08","KWT","","","","","KUWAIT","KWD","","RA1-1594-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_MARINA MALL - AME","LFL",12-05-11,,"SOLO","351","Y","Y"
30066,"AME_ABU DHABI MALL","B","RAFAT ARAFAT",21-04-18,,"+971-26958172","aeo.adhmall-uae@alshaya.com","3993","3993","",14,"Y",3,"MALL","MALL","ABU DHABI MALL",1,"800008",,"","60","AED",1,81463,25740,"D","C","Asia/Dubai","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","ABU DHABI","","AED","UAE","","AED",1,1,12,12,162,"ABU DHABI MALL","ABU DHABI MALL","","ABU DHABI","X01","ARE","","","","","UNITED ARAB EMIRATES","AED","","RE1-D852-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_ABU DHABI MALL - AME","LFL",21-04-18,29-03-26,"SOLO","44023","","Y"
30074,"AME_MALL OF EGYPT","B","AYMAN MATAR",21-12-17,,"+20-224803712","aeo.moe-egy@alshaya.com","3789","3789","",3,"Y",3,"MALL","MALL","MALL OF EGYPT",1,"800031",,"","60","EGP",1,5201,5202,"D","C","Africa/Cairo","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","CAIRO","","EGP","EGYPT","","EGP",1,1,3,3,108,"MALL OF EGYPT","MALL OF EGYPT","","CAIRO","X11","EGY","","Eslam Fathy","","","EGYPT","EGP","","RL1-E420-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_MALL OF EGYPT - AME","LFL",21-12-17,,"SOLO","508","","Y"
30075,"AME_BEIRUT CITY CENTRE","B","AMINE QUEISS",20-04-13,,"+961-1757091","ae.bcc-leb@alshaya.com","6760","6760","",8,"Y",3,"MALL","MALL","BEIRUT CITY CENTRE",1,"800029",,"","60","LBP",1,101,103,"D","C","Asia/Beirut","N","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","BEIRUT","","LBP","LEBANON","","LBP",1,1,7,7,118,"BEIRUT CITY CENTRE","BEIRUT CITY CENTRE","","BEIRUT","X07","LBN","","","","","LEBANON","LBP","","RG1-5188-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_BEIRUT CITY CENTRE - AME","LFL",20-04-13,29-03-26,"SOLO","514","","Y"
30082,"AME_RED SEA MALL","C","ASSAD MOHAMMED",05-04-14,,"+966-122617469","aeo.redsea-wpksa@alshaya.com","1000","5920","",6,"Y",3,"MALL","MALL","RED SEA MALL",1,"800106",,"","60","SAR",1,135,137,"D","C","Asia/Riyadh","Y","RMS01",01-09-21,"AME_AMERICAN_EAGLE","MIDDLE EAST","","","Brick and Mortar","BANDM","Alshaya Group","Burj Alshaya, Al Soor Street, Al Mirqab","","","Shuwaikh","KU","KWT","181","","","JEDDAH","","SAR","WESTERN PROVINCE","","SAR",1,1,5,29,129,"RED SEA MALL","RED SEA MALL","","JEDDAH","X03","SAU","","","","","SAUDI ARABIA","SAR","","RB2-S471-AME","AME","AMERICAN_EAGLE","AME","APPREL","Apparel","AME_RED SEA MALL - AME","LFL",05-04-14,29-03-26,"SOLO","700","Y","Y"
