"BRAND","TIME_ID","OPTION_ID","STORE","REGULAR_SLS_UNITS","PROMO_SLS_UNITS","MRKDWN_SLS_UNITS","BASE_HISTORY"
"AME",202525,"336222213_AMEC109",30054,0,2,0,2
"AME",202525,"130027813_AMEC379",30069,0,0,13,0
"AME",202525,"130362611_AMEC900",30013,1,0,0,1
"AME",202525,"129320004_AMEC900",30001,0,4,0,4
"AME",202525,"336340949_AMEC900",32068,1,0,0,1
"AME",202525,"336340949_AMEC100",30054,0,7,0,7
"AME",202525,"337382944_AMEC241",33092,4,0,0,4
"AME",202525,"336340949_AMEC900",32057,0,1,0,1
"AME",202525,"337317518_AMEC100",32047,1,0,0,1
"AME",202525,"336340949_AMEC100",30057,0,2,0,2
"AME",202525,"337317518_AMEC100",33193,0,2,0,2
"AME",202525,"337317518_AMEC100",33093,4,0,0,4
"AME",202525,"130362611_AMEC900",32026,1,0,0,1
"AME",202525,"331075785_AMEC900",38000,0,0,2,0
"AME",202525,"336340949_AMEC900",30865,1,0,0,1
"AME",202525,"336340949_AMEC100",32026,1,0,0,1
"AME",202525,"337745030_AMEC800",33088,0,1,0,1
"AME",202525,"130362611_AMEC900",30032,1,0,0,1
"AME",202525,"336601903_AMEC001",30915,0,1,0,1
"AME",202525,"130213005_AMEC100",30064,0,3,0,3
"AME",202525,"129320004_AMEC900",30017,1,0,0,1
"AME",202525,"336222213_AMEC109",30072,1,0,0,1
"AME",202525,"336340949_AMEC900",30052,1,0,0,1
"AME",202525,"336340949_AMEC900",30093,2,0,0,2
"AME",202525,"337317518_AMEC100",30913,1,0,0,1
"AME",202525,"129320004_AMEC900",30071,1,0,0,1
"AME",202525,"130213005_AMEC100",30071,1,0,0,1
"AME",202525,"130213005_AMEC001",30071,1,0,0,1
"AME",202525,"336601903_AMEC203",30064,0,2,0,2
"AME",202525,"336401381_AMEC342",32051,2,0,0,2
"AME",202525,"336601903_AMEC001",33088,0,3,0,3
"AME",202525,"337317518_AMEC100",33088,0,5,0,5
"AME",202525,"130213005_AMEC100",38000,0,6,0,6
"AME",202525,"336340949_AMEC100",30083,0,1,0,1
"AME",202525,"337317518_AMEC100",30095,1,0,0,1
"AME",202525,"336340949_AMEC900",33088,0,1,0,1
"AME",202525,"338188752_AMEC343",33088,0,1,0,1
"AME",202525,"130213005_AMEC001",30095,1,1,0,2
"AME",202525,"336340949_AMEC100",31076,1,0,0,1
"AME",202525,"128984126_AMEC100",30915,0,1,0,1
"AME",202525,"337377807_AMEC200",30915,2,0,0,2
"AME",202525,"336340949_AMEC900",33099,1,2,0,3
"AME",202525,"128984126_AMEC109",32047,2,0,0,2
"AME",202525,"128984126_AMEC109",30048,1,0,0,1
"AME",202525,"128984126_AMEC100",30093,1,0,0,1
"AME",202525,"337317518_AMEC100",30881,1,0,0,1
"AME",202525,"337377807_AMEC106",30915,1,1,0,2
"AME",202525,"337787420_AMEC900",30057,0,2,0,2
"AME",202525,"128984126_AMEC109",30072,1,0,0,1
"AME",202525,"337382944_AMEC241",30914,0,1,0,1
"AME",202525,"337745030_AMEC800",30914,0,1,0,1
"AME",202525,"130213005_AMEC001",30104,1,0,0,1
"AME",202525,"336340949_AMEC900",30913,1,1,0,2
"AME",202525,"337745030_AMEC800",30064,0,3,0,3
"AME",202525,"336601903_AMEC001",30064,0,2,0,2
"AME",202525,"336701801_AMEC109",30101,0,1,0,1
"AME",202525,"336340949_AMEC100",30030,2,3,0,5
"AME",202525,"336401381_AMEC342",30054,0,1,0,1
"AME",202525,"336340949_AMEC100",30064,0,2,0,2
"AME",202525,"336340949_AMEC900",32056,0,2,0,2
"AME",202525,"336701801_AMEC109",30089,1,0,0,1
"AME",202525,"336340949_AMEC100",30914,3,0,0,3
"AME",202525,"337377807_AMEC106",30914,0,1,0,1
"AME",202525,"336340949_AMEC900",30914,1,0,0,1
"AME",202525,"336340949_AMEC900",30101,0,1,0,1
"AME",202525,"336701801_AMEC109",30093,1,0,0,1
"AME",202525,"128984126_AMEC109",30057,0,1,0,1
"AME",202525,"128984126_AMEC109",30089,1,0,0,1
"AME",202525,"128984126_AMEC109",33178,0,1,0,1
"AME",202525,"336340949_AMEC100",30865,2,0,0,2
"AME",202525,"129320004_AMEC900",30099,2,0,0,2
"AME",202525,"273909493_AMEC106",30823,0,0,1,0
"AME",202525,"336340949_AMEC100",30022,4,0,0,4
"AME",202525,"129320004_AMEC900",30077,0,1,0,1
"AME",202525,"336340949_AMEC100",30093,1,0,0,1
"AME",202525,"130213005_AMEC001",33093,4,0,0,4
"AME",202525,"130213005_AMEC001",30090,0,1,0,1
"AME",202525,"128984126_AMEC109",30061,4,0,0,4
"AME",202525,"331179022_AMEC130",30013,0,0,1,0
"AME",202525,"130213005_AMEC001",30083,0,1,0,1
"AME",202525,"336340949_AMEC900",30061,0,2,0,2
"AME",202525,"128984126_AMEC100",33092,14,0,0,14
"AME",202525,"336340949_AMEC900",30030,3,0,0,3
"AME",202525,"129320004_AMEC900",30064,0,3,0,3
"AME",202525,"336340949_AMEC100",30024,0,1,0,1
"AME",202525,"336340949_AMEC100",30048,0,1,0,1
"AME",202525,"128984126_AMEC100",32051,7,0,0,7
"AME",202525,"336601903_AMEC203",30915,1,1,0,2
"AME",202525,"130213005_AMEC100",30101,0,2,0,2
"AME",202525,"336601903_AMEC001",32026,1,0,0,1
"AME",202525,"336340949_AMEC100",30095,0,1,0,1
"AME",202525,"337317518_AMEC100",32026,3,0,0,3
"AME",202525,"336601903_AMEC001",32051,1,0,0,1
"AME",202526,"337317518_AMEC100",30057,0,5,0,5
"AME",202526,"337377807_AMEC200",30057,0,1,0,1
"AME",202526,"336340949_AMEC900",32057,0,1,0,1
"AME",202526,"128984126_AMEC100",32057,0,1,0,1
"AME",202526,"128984126_AMEC109",33099,0,2,0,2
"AME",202526,"336222213_AMEC109",30054,0,1,0,1
"AME",202526,"128984126_AMEC100",30001,0,3,0,3
"AME",202526,"336279909_AMEC001",30054,0,0,2,0
"AME",202526,"336340949_AMEC100",30039,0,2,0,2
"AME",202526,"337313404_AMEC110",30054,0,2,0,2
"AME",202526,"129320004_AMEC900",30031,1,0,0,1
"AME",202526,"336222213_AMEC109",30101,0,3,0,3
"AME",202526,"128984126_AMEC100",30101,0,11,0,11
"AME",202526,"336340949_AMEC900",30035,4,0,0,4
"AME",202526,"337317518_AMEC100",30077,0,1,0,1
"AME",202526,"336340949_AMEC900",30064,0,2,0,2
"AME",202526,"337382944_AMEC241",33088,1,7,0,8
"AME",202526,"336340949_AMEC900",33178,0,1,0,1
"AME",202526,"336340949_AMEC900",33192,0,7,0,7
"AME",202526,"336340949_AMEC900",30100,0,2,0,2
"AME",202526,"129320004_AMEC900",30100,0,7,0,7
"AME",202526,"337317518_AMEC100",30913,1,1,0,2
"AME",202526,"272974398_AMEC400",30052,0,0,1,0
"AME",202526,"336340949_AMEC900",30020,0,1,0,1
"AME",202526,"128984126_AMEC100",33192,1,3,0,4
"AME",202526,"129320004_AMEC900",30044,0,1,0,1
"AME",202526,"128984126_AMEC100",30044,1,5,0,6
"AME",202526,"336340949_AMEC100",30915,2,1,0,3
"AME",202526,"130213005_AMEC001",30029,0,1,0,1
"AME",202526,"337377807_AMEC106",30915,5,0,0,5
"AME",202526,"337787420_AMEC900",30915,1,1,0,2
"AME",202526,"337382944_AMEC241",30914,1,1,0,2
"AME",202526,"336601903_AMEC203",30915,2,0,0,2
"AME",202526,"129320004_AMEC900",33088,0,5,0,5
"AME",202526,"128984126_AMEC109",33090,0,2,0,2
"AME",202526,"128984126_AMEC109",30090,2,0,0,2
"AME",202526,"337745030_AMEC800",32051,1,0,0,1
"AME",202526,"128984126_AMEC109",30089,1,0,0,1
"AME",202526,"128984126_AMEC109",33202,1,0,0,1
"AME",202526,"129377404_AMEC001",30916,0,1,0,1
"AME",202526,"128984126_AMEC109",30072,1,0,0,1
"AME",202526,"337745030_AMEC800",32064,1,0,0,1
"AME",202526,"336601903_AMEC203",32051,1,0,0,1
"AME",202526,"337317518_AMEC100",30100,0,10,0,10
"AME",202526,"128984126_AMEC109",30015,0,1,0,1
"AME",202526,"129320004_AMEC900",30020,0,2,0,2
"AME",202526,"336701801_AMEC109",32051,3,0,0,3
"AME",202526,"128984126_AMEC100",32051,5,0,0,5
"AME",202526,"336701801_AMEC109",30054,0,1,0,1
"AME",202526,"337317518_AMEC100",32051,2,0,0,2
"AME",202526,"129320004_AMEC900",30090,1,0,0,1
"AME",202526,"128984126_AMEC100",30865,0,3,0,3
"AME",202526,"336340949_AMEC100",30048,2,0,0,2
"AME",202526,"336401381_AMEC342",30091,0,1,0,1
"AME",202526,"130213005_AMEC100",31050,1,0,0,1
"AME",202526,"337317518_AMEC100",32026,2,0,0,2
"AME",202526,"128984126_AMEC100",33087,0,1,0,1
"AME",202526,"337787420_AMEC900",30064,0,2,0,2
"AME",202526,"337787420_AMEC900",33092,2,0,0,2
"AME",202526,"129320004_AMEC900",33087,0,4,0,4
"AME",202526,"336340949_AMEC100",33087,0,5,0,5
"AME",202526,"336340949_AMEC100",33092,9,0,0,9
"AME",202526,"129320004_AMEC900",30077,0,1,0,1
"AME",202526,"336222213_AMEC109",30077,0,1,0,1
"AME",202526,"336340949_AMEC100",30064,0,3,0,3
"AME",202526,"331354190_AMEC100",33218,0,0,1,0
"AME",202526,"129320004_AMEC900",30915,10,0,0,10
"AME",202526,"336340949_AMEC100",33178,0,1,0,1
"AME",202526,"336340949_AMEC900",30017,0,2,0,2
"AME",202526,"130161953_AMEC106",30093,0,0,1,0
"AME",202526,"272974398_AMEC209",30052,0,0,1,0
"AME",202526,"272974398_AMEC036",30052,0,0,2,0
"AME",202526,"130552627_AMEC300",38019,0,0,1,0
"AME",202526,"336340949_AMEC900",30104,1,0,0,1
"AME",202526,"336340949_AMEC100",33088,0,6,0,6
"AME",202526,"130362611_AMEC900",30039,0,2,0,2
"AME",202526,"336401381_AMEC109",30089,1,0,0,1
"AME",202526,"337377807_AMEC106",33093,1,0,0,1
"AME",202526,"128984126_AMEC100",30072,1,0,0,1
"AME",202526,"337317518_AMEC100",33193,0,6,0,6
"AME",202526,"337317518_AMEC100",30865,0,1,0,1
"AME",202526,"128984126_AMEC100",32026,5,0,0,5
"AME",202526,"336340949_AMEC900",30048,0,4,0,4
"AME",202526,"129320004_AMEC900",32026,1,0,0,1
"AME",202526,"337787420_AMEC900",32026,1,0,0,1
"AME",202526,"336340949_AMEC900",30095,2,0,0,2
"AME",202526,"336340949_AMEC100",30022,1,0,0,1
"AME",202526,"129320004_AMEC900",30104,1,0,0,1
"AME",202526,"337317518_AMEC100",33092,12,0,0,12
"AME",202526,"130213005_AMEC100",33092,5,0,0,5
"AME",202526,"336701801_AMEC109",30101,0,1,0,1
"AME",202526,"128984126_AMEC100",30913,1,0,0,1
"AME",202526,"337382944_AMEC241",30913,0,1,0,1
"AME",202526,"336340949_AMEC900",30913,1,0,0,1
"AME",202526,"130213005_AMEC100",33093,2,0,0,2
"AME",202526,"128984126_AMEC109",30104,2,0,0,2
"AME",202526,"336601903_AMEC001",30093,1,0,0,1
"AME",202526,"337317518_AMEC100",30052,0,2,0,2
"AME",202526,"128984126_AMEC109",33064,2,0,0,2
"AME",202526,"129320004_AMEC900",33178,0,1,0,1
"AME",202526,"128984126_AMEC109",33192,0,1,0,1
"AME",202526,"128984126_AMEC100",32047,1,0,0,1
"AME",202526,"337317518_AMEC100",30048,4,3,0,7
"AME",202526,"336340949_AMEC100",33202,3,0,0,3
"AME",202526,"336340949_AMEC100",32047,0,2,0,2
"AME",202526,"336401381_AMEC109",30054,0,2,0,2
"AME",202526,"129320004_AMEC900",30017,3,0,0,3
"AME",202526,"337382944_AMEC241",32026,1,0,0,1
"AME",202526,"336601903_AMEC001",30057,0,1,0,1
"AME",202526,"128984126_AMEC109",32051,8,0,0,8
"AME",202526,"128984126_AMEC109",30061,0,2,0,2
"AME",202526,"129320004_AMEC900",30023,0,1,0,1
"AME",202526,"128984126_AMEC109",30013,1,0,0,1
"AME",202526,"129320004_AMEC900",30029,0,2,0,2
"AME",202526,"337317518_AMEC100",30101,0,5,0,5
"AME",202526,"130213005_AMEC100",30101,0,1,0,1
"AME",202526,"336340949_AMEC100",30029,1,0,0,1
"AME",202526,"130213005_AMEC001",30077,0,1,0,1
"AME",202526,"337382944_AMEC241",30916,1,1,0,2
"AME",202526,"337377807_AMEC106",30914,1,0,0,1
"AME",202526,"129320004_AMEC900",30099,1,0,0,1
"AME",202526,"128987546_AMEC001",33086,0,0,1,0
"AME",202526,"336340949_AMEC900",30071,2,0,0,2
"AME",202526,"336279909_AMEC001",30915,0,0,1,0
"AME",202526,"338188752_AMEC343",33088,2,1,0,3
"AME",202526,"128984126_AMEC100",33088,0,1,0,1
"AME",202526,"337377807_AMEC106",32051,2,0,0,2
"AME",202526,"130213005_AMEC100",30071,1,0,0,1
"AME",202526,"336222213_AMEC109",30093,1,0,0,1
"AME",202526,"336222213_AMEC109",30915,1,0,0,1
"AME",202526,"128984126_AMEC109",30064,0,1,0,1
"AME",202526,"130213005_AMEC100",30064,0,2,0,2
"AME",202526,"336340949_AMEC900",30001,0,2,0,2
"AME",202526,"129089293_AMEC001",30089,0,0,1,0
"AME",202526,"336401381_AMEC342",30064,0,1,0,1
"AME",202526,"336340949_AMEC900",30027,0,2,0,2
"AME",202526,"336340949_AMEC100",32068,0,2,0,2
"AME",202526,"336340949_AMEC900",30865,1,0,0,1
"AME",202526,"337317518_AMEC100",30053,1,0,0,1
"AME",202526,"336340949_AMEC900",32056,0,8,0,8
"AME",202526,"130213005_AMEC100",30029,0,1,0,1
"AME",202526,"129320004_AMEC900",30913,2,0,0,2
"AME",202526,"337745030_AMEC800",30913,1,0,0,1
"AME",202526,"128984126_AMEC109",30057,0,6,0,6
"AME",202526,"129320004_AMEC900",30057,0,2,0,2
"AME",202526,"128984126_AMEC100",30057,0,9,0,9
"AME",202526,"336340949_AMEC100",30100,0,3,0,3
"AME",202526,"129320004_AMEC900",38016,0,1,0,1
"AME",202526,"338217923_AMEC109",32051,1,0,0,1
"AME",202526,"337787420_AMEC900",30054,0,1,0,1
"AME",202526,"337317518_AMEC100",30881,1,0,0,1
"AME",202526,"128984126_AMEC109",32057,0,2,0,2
"AME",202526,"129320004_AMEC900",32057,0,1,0,1
"AME",202526,"129320004_AMEC900",30054,0,3,0,3
"AME",202526,"128984126_AMEC100",33202,1,0,0,1
"AME",202526,"128984126_AMEC100",33093,40,0,0,40
"AME",202526,"337317518_AMEC100",33093,12,0,0,12
"AME",202526,"128984126_AMEC109",33193,1,4,0,5
"AME",202526,"129320004_AMEC900",30035,1,0,0,1
"AME",202526,"336222213_AMEC109",30091,0,1,0,1
"AME",202526,"337377807_AMEC106",30057,0,1,0,1
"AME",202526,"337787420_AMEC900",30057,0,2,0,2
"AME",202526,"130213005_AMEC100",30090,1,0,0,1
"AME",202526,"337317518_AMEC100",30915,7,0,0,7
"AME",202526,"336340949_AMEC900",30093,1,0,0,1
"AME",202526,"331075785_AMEC900",38000,0,0,1,0
"AME",202526,"336340949_AMEC900",30065,2,0,0,2
"AME",202526,"128984126_AMEC100",33203,1,0,0,1
"AME",202526,"337313404_AMEC110",33092,4,0,0,4
"AME",202526,"337382944_AMEC241",33092,6,0,0,6
"AME",202526,"336340949_AMEC100",30095,2,0,0,2
"AME",202526,"128984126_AMEC109",30083,2,0,0,2
"AME",202526,"331075785_AMEC900",30083,0,0,1,0
"AME",202526,"336701801_AMEC109",30093,1,0,0,1
"AME",202526,"128984126_AMEC100",30015,1,1,0,2
"AME",202526,"337317518_AMEC100",30031,2,0,0,2
"AME",202526,"337317518_AMEC100",30093,1,0,0,1
"AME",202526,"333274642_AMEC209",30069,0,0,2,0
"AME",202526,"337787420_AMEC900",30022,1,0,0,1
"AME",202526,"337377807_AMEC106",30064,0,2,0,2
"AME",202526,"336601903_AMEC001",30064,0,1,0,1
"AME",202526,"337317518_AMEC100",30030,0,1,0,1
"AME",202526,"336340949_AMEC900",30030,1,1,0,2
"AME",202526,"128984126_AMEC109",30913,1,0,0,1
"AME",202526,"337317518_AMEC100",30099,1,0,0,1
"AME",202526,"130213005_AMEC100",30915,1,0,0,1
"AME",202526,"128984126_AMEC109",30101,0,18,0,18
"AME",202526,"130213005_AMEC100",30054,0,3,0,3
"AME",202526,"336340949_AMEC100",30054,0,5,0,5
"AME",202526,"336401381_AMEC109",30024,0,1,0,1
"AME",202526,"130362609_AMEC100",38019,0,0,1,0
"AME",202526,"336340949_AMEC100",30044,1,10,0,11
"AME",202526,"337317518_AMEC100",38000,0,1,0,1
"AME",202526,"128984126_AMEC109",30916,1,0,0,1
"AME",202526,"129320004_AMEC900",30032,1,0,0,1
"AME",202526,"128984126_AMEC109",30020,1,1,0,2
"AME",202526,"331584523_AMEC001",33093,0,0,1,0
"AME",202526,"336340949_AMEC100",30093,3,0,0,3
"AME",202526,"128984126_AMEC109",30024,0,6,0,6
"AME",202526,"336340949_AMEC900",33088,2,2,0,4
"AME",202526,"337317518_AMEC100",30032,1,0,0,1
"AME",202526,"336340949_AMEC100",30865,0,3,0,3
"AME",202526,"336340949_AMEC900",33093,3,0,0,3
"AME",202526,"128984126_AMEC109",33088,1,3,0,4
"AME",202526,"336601903_AMEC203",30093,2,0,0,2
"AME",202526,"337317518_AMEC100",33178,0,1,0,1
"AME",202526,"128984126_AMEC100",30074,1,1,0,2
"AME",202526,"336601903_AMEC203",30064,0,2,0,2
"AME",202526,"128919753_AMEC900",33086,0,0,1,0
"AME",202526,"336340949_AMEC900",33086,0,1,0,1
"AME",202526,"338188752_AMEC343",32026,1,0,0,1
"AME",202526,"337317518_AMEC100",30064,0,4,0,4
"AME",202526,"337787420_AMEC900",33088,1,2,0,3
"AME",202526,"337787420_AMEC900",30089,1,0,0,1
"AME",202526,"128984126_AMEC109",30031,1,0,0,1
"AME",202526,"337317518_AMEC100",33088,2,4,0,6
"AME",202526,"337317518_AMEC100",30089,2,0,0,2
"AME",202526,"336340949_AMEC100",30057,0,2,0,2
"AME",202526,"336340949_AMEC100",33192,2,1,0,3
"AME",202526,"128984126_AMEC109",31050,1,0,0,1
"AME",202526,"128984126_AMEC109",30029,0,1,0,1
"AME",202526,"128984126_AMEC109",30099,1,0,0,1
"AME",202526,"331354190_AMEC100",38019,0,0,1,0
"AME",202526,"337382944_AMEC241",30057,0,3,0,3
"AME",202526,"336340949_AMEC100",33093,1,0,0,1
"AME",202526,"336401381_AMEC342",30057,0,1,0,1
"AME",202526,"337787420_AMEC900",33093,2,0,0,2
"AME",202526,"129320004_AMEC900",30101,0,10,0,10
"AME",202526,"331199013_AMEC001",30089,0,0,1,0
"AME",202526,"129507116_AMEC210",30069,0,0,1,0
"AME",202526,"128984126_AMEC100",30915,3,2,0,5
"AME",202526,"332244196_AMEC200",30069,0,0,1,0
"AME",202526,"336340949_AMEC900",30072,2,0,0,2
"AME",202526,"338188752_AMEC343",30915,3,0,0,3
"AME",202526,"128984126_AMEC100",30020,1,0,0,1
"AME",202526,"130213005_AMEC100",30072,1,0,0,1
"AME",202526,"336340949_AMEC100",30053,1,0,0,1
"AME",202526,"336340949_AMEC100",32026,5,0,0,5
"AME",202526,"336340949_AMEC100",30027,0,2,0,2
"AME",202526,"336340949_AMEC900",30090,1,0,0,1
"AME",202526,"128984126_AMEC100",30093,2,0,0,2
"AME",202526,"332814284_AMEC143",30069,0,0,1,0
"AME",202526,"128984126_AMEC109",30093,6,0,0,6
"AME",202526,"338188752_AMEC343",30101,0,2,0,2
"AME",202526,"336601903_AMEC203",30104,1,0,0,1
"AME",202526,"128984126_AMEC100",30914,1,0,0,1
"AME",202526,"336701801_AMEC109",30914,1,0,0,1
"AME",202526,"336340949_AMEC100",30913,1,0,0,1
"AME",202526,"129320004_AMEC900",30072,1,0,0,1
"AME",202526,"336340949_AMEC900",30057,0,2,0,2
"AME",202526,"337377807_AMEC106",30054,0,1,0,1
"AME",202526,"337745030_AMEC800",30054,0,1,0,1
"AME",202526,"130213005_AMEC001",33202,1,0,0,1
"AME",202526,"336340949_AMEC100",33090,0,2,0,2
"AME",202526,"336401381_AMEC342",32051,1,0,0,1
"AME",202526,"336279909_AMEC001",38019,0,0,1,0
"AME",202526,"128984126_AMEC109",30071,2,0,0,2
"AME",202526,"128984126_AMEC100",30054,0,1,0,1
"AME",202526,"336340949_AMEC900",33202,1,0,0,1
"AME",202526,"129320004_AMEC900",33090,0,1,0,1
"AME",202526,"337382944_AMEC241",32051,1,0,0,1
"AME",202526,"129320004_AMEC900",30001,0,7,0,7
"AME",202526,"128984126_AMEC109",30027,1,0,0,1
"AME",202526,"336340949_AMEC100",30001,0,5,0,5
"AME",202526,"128984126_AMEC109",30017,0,2,0,2
"AME",202526,"128984126_AMEC100",33090,0,2,0,2
"AME",202526,"338188752_AMEC343",33090,1,1,0,2
"AME",202526,"336279909_AMEC001",33093,0,0,1,0
"AME",202526,"336340949_AMEC100",33193,2,5,0,7
"AME",202526,"336222213_AMEC109",30057,0,1,0,1
"AME",202526,"128984126_AMEC100",30061,0,3,0,3
"AME",202526,"128984126_AMEC100",30100,0,4,0,4
"AME",202526,"336340949_AMEC900",33099,0,1,0,1
"AME",202526,"337317518_AMEC100",32047,0,2,0,2
"AME",202526,"337382944_AMEC241",30915,1,0,0,1
"AME",202526,"336340949_AMEC900",32047,0,1,0,1
"AME",202526,"336401381_AMEC342",32026,1,0,0,1
"AME",202526,"336701801_AMEC109",32026,5,0,0,5
"AME",202526,"336601903_AMEC203",33088,1,0,0,1
"AME",202526,"130213005_AMEC001",38000,0,3,0,3
"AME",202526,"335114576_AMEC001",38000,0,0,1,0
"AME",202526,"335159425_AMEC100",30090,0,0,1,0
"AME",202526,"128984126_AMEC100",30065,1,0,0,1
"AME",202526,"337317518_AMEC100",30074,0,4,0,4
"AME",202526,"336340949_AMEC900",33087,0,4,0,4
"AME",202526,"337313404_AMEC110",30093,1,0,0,1
"AME",202526,"337382944_AMEC241",30064,0,1,0,1
"AME",202526,"129320004_AMEC900",33086,0,2,0,2
"AME",202526,"336340949_AMEC100",33086,0,1,0,1
"AME",202526,"337377807_AMEC200",30916,0,1,0,1
"AME",202526,"336340949_AMEC100",30030,0,2,0,2
"AME",202526,"336340949_AMEC100",32056,0,1,0,1
"AME",202526,"336340949_AMEC100",30101,0,2,0,2
"AME",202526,"337382944_AMEC241",30101,0,1,0,1
"AME",202526,"336340949_AMEC900",30044,5,11,0,16
"AME",202526,"128984126_AMEC109",30044,0,2,0,2
"AME",202526,"336340949_AMEC900",30054,0,4,0,4
"AME",202526,"337317518_AMEC100",30054,0,5,0,5
"AME",202526,"130213005_AMEC001",30032,2,0,0,2
"AME",202526,"130213005_AMEC100",38000,0,1,0,1
"AME",202526,"130213005_AMEC100",30032,2,0,0,2
"AME",202526,"130362609_AMEC001",32067,0,0,1,0
"AME",202526,"337745030_AMEC800",32026,2,0,0,2
"AME",202526,"338217923_AMEC109",32026,3,0,0,3
"AME",202526,"337745030_AMEC800",30064,0,2,0,2
"AME",202526,"336701801_AMEC109",30064,0,1,0,1
"AME",202526,"128984126_AMEC100",30030,0,3,0,3
"AME",202526,"128984126_AMEC100",30064,0,1,0,1
"AME",202526,"337317518_AMEC100",30020,1,0,0,1
"AME",202526,"336340949_AMEC900",30914,7,0,0,7
"AME",202526,"336340949_AMEC100",30015,3,2,0,5
"AME",202526,"336340949_AMEC900",30015,0,7,0,7
"AME",202526,"128984126_AMEC100",30022,1,0,0,1
"AME",202526,"128984126_AMEC100",30029,0,1,0,1
"AME",202526,"337745030_AMEC800",33088,2,3,0,5
"AME",202526,"336340949_AMEC900",32051,1,0,0,1
"AME",202526,"128984126_AMEC109",30001,0,2,0,2
"AME",202526,"337377807_AMEC106",30916,0,1,0,1
"AME",202526,"337317518_AMEC100",30044,1,0,0,1
"AME",202526,"337317518_AMEC100",33192,1,0,0,1
"AME",202526,"129320004_AMEC900",33192,1,4,0,5
"AME",202526,"128984126_AMEC109",30915,5,5,0,10
"AME",202526,"130362609_AMEC309",30823,0,0,1,0
"AME",202526,"128984126_AMEC100",30071,1,0,0,1
"AME",202526,"337317518_AMEC100",30071,1,0,0,1
"AME",202526,"337787420_AMEC900",30071,2,0,0,2
"AME",202526,"336340949_AMEC900",30915,1,0,0,1
"AME",202526,"336340949_AMEC900",33090,0,4,0,4
"AME",202526,"336340949_AMEC100",30024,1,0,0,1
"AME",202526,"129320004_AMEC900",30865,2,1,0,3
"AME",202526,"338188752_AMEC343",30057,0,2,0,2
"AME",202526,"128984126_AMEC109",30100,0,8,0,8
"AME",202526,"336340949_AMEC900",30061,0,1,0,1
"AME",202526,"129320004_AMEC900",30061,2,0,0,2
"AME",202526,"337382944_AMEC241",30054,0,2,0,2
"AME",202526,"336701801_AMEC109",30053,1,0,0,1
"AME",202526,"336340949_AMEC900",30052,0,2,0,2
"AME",202526,"128984126_AMEC100",30095,1,0,0,1
"AME",202526,"130213005_AMEC100",30100,0,1,0,1
"AME",202526,"129320004_AMEC900",32051,2,0,0,2
"AME",202526,"332244196_AMEC200",30095,0,0,1,0
"AME",202526,"337317518_AMEC100",33087,0,3,0,3
"AME",202526,"128984126_AMEC109",32047,0,1,0,1
"AME",202526,"128984126_AMEC100",33092,20,0,0,20
"AME",202526,"337377807_AMEC106",33092,3,0,0,3
"AME",202526,"336340949_AMEC900",30029,1,0,0,1
"AME",202526,"332244196_AMEC200",38000,0,0,1,0
"AME",202526,"338188752_AMEC343",30916,0,1,0,1
"AME",202526,"130213005_AMEC001",30093,2,0,0,2
"AME",202526,"333274641_AMEC400",30069,0,0,1,0
"AME",202526,"337745030_AMEC800",30915,1,0,0,1
"AME",202526,"337317518_AMEC100",32057,0,1,0,1
"AME",202526,"336340949_AMEC900",30101,0,1,0,1
"AME",202526,"331354190_AMEC001",30089,0,0,1,0
"AME",202526,"337317518_AMEC100",30001,0,1,0,1
"AME",202526,"338188752_AMEC343",30093,1,0,0,1
"AME",202526,"130213005_AMEC001",33093,6,0,0,6
"AME",202526,"336601903_AMEC203",30057,0,1,0,1
"AME",202526,"336701801_AMEC109",30057,0,1,0,1
"AME",202526,"130362611_AMEC900",30013,1,0,0,1
"AME",202526,"129320004_AMEC900",30030,0,3,0,3
"AME",202526,"128984126_AMEC100",33193,0,1,0,1
"AME",202526,"336601903_AMEC203",30054,0,6,0,6
"AME",202526,"337787420_AMEC900",32051,1,0,0,1
"AME",202526,"336340949_AMEC900",33193,0,3,0,3
"AME",202526,"336340949_AMEC100",33064,1,0,0,1
"AME",202526,"130213005_AMEC100",30027,0,1,0,1
"AME",202526,"128984126_AMEC100",33178,0,1,0,1
"AME",202526,"336340949_AMEC100",32057,0,5,0,5
"AME",202526,"128984126_AMEC109",33178,0,1,0,1
"AME",202527,"333809601_AMEC001",38019,0,0,10,0
"AME",202527,"336340949_AMEC100",30039,1,0,0,1
"AME",202527,"130362611_AMEC900",30077,1,0,0,1
"AME",202527,"129507116_AMEC210",38019,0,0,2,0
"AME",202527,"130213005_AMEC001",30039,2,0,0,2
"AME",202527,"336279909_AMEC001",30072,0,0,1,0
"AME",202527,"336340949_AMEC900",33087,0,1,0,1
"AME",202527,"128984126_AMEC109",30071,4,0,0,4
"AME",202527,"129320004_AMEC900",30071,1,0,0,1
"AME",202527,"336601903_AMEC203",30101,0,4,0,4
"AME",202527,"128984126_AMEC109",30101,0,13,0,13
"AME",202527,"130362611_AMEC900",30101,0,1,0,1
"AME",202527,"337787420_AMEC900",33093,1,0,0,1
"AME",202527,"333274642_AMEC209",30069,0,0,1,0
"AME",202527,"130213005_AMEC100",30104,2,0,0,2
"AME",202527,"128984126_AMEC100",33193,1,0,0,1
